id,station_code,sample_date,analyte,result,unit
811,Crown 2001 Shoreline Dr.,2016-08-18T00:00:00,"Coliform, Total",1700,MPN/100 mL
812,Crown 2001 Shoreline Dr.,2016-08-18T00:00:00,Enterococcus,24,cfu/100mL
813,Crown 2001 Shoreline Dr.,2016-08-22T00:00:00,Enterococcus,210,cfu/100mL
814,Crown 2001 Shoreline Dr.,2016-08-29T00:00:00,Enterococcus,3,cfu/100mL
815,Crown 2001 Shoreline Dr.,2016-09-12T00:00:00,"Coliform, Total",580,MPN/100 mL
816,Crown 2001 Shoreline Dr.,2016-09-14T00:00:00,"Coliform, Total",110,MPN/100 mL
817,Crown 2001 Shoreline Dr.,2016-09-14T00:00:00,"Coliform, Fecal",15,cfu/100mL
818,Crown 2001 Shoreline Dr.,2016-09-19T00:00:00,"Coliform, Fecal",20,cfu/100mL
819,Crown 2001 Shoreline Dr.,2016-09-26T00:00:00,"Coliform, Fecal",130,cfu/100mL
820,Crown 2001 Shoreline Dr.,2016-10-03T00:00:00,"Coliform, Total",160,MPN/100 mL
821,Crown 2001 Shoreline Dr.,2016-10-17T00:00:00,Enterococcus,7,cfu/100mL
822,Crown 2001 Shoreline Dr.,2016-10-24T00:00:00,"Coliform, Fecal",230,cfu/100mL
823,Crown 2001 Shoreline Dr.,2016-10-31T00:00:00,"Coliform, Total",1900,MPN/100 mL
824,Crown 2001 Shoreline Dr.,2016-12-12T00:00:00,"Coliform, Total",5000,MPN/100 mL
825,Crown 2001 Shoreline Dr.,2017-01-09T00:00:00,Enterococcus,400,cfu/100mL
826,Crown 2001 Shoreline Dr.,2017-01-17T00:00:00,Enterococcus,15,cfu/100mL
827,Crown 2001 Shoreline Dr.,2017-02-14T00:00:00,Enterococcus,35,cfu/100mL
828,Crown 2001 Shoreline Dr.,2017-02-27T00:00:00,Enterococcus,1,cfu/100mL
829,Crown 2001 Shoreline Dr.,2017-02-27T00:00:00,"Coliform, Fecal",14,cfu/100mL
830,Crown 2001 Shoreline Dr.,2017-03-13T00:00:00,Enterococcus,11,cfu/100mL
831,Crown 2001 Shoreline Dr.,2017-04-11T00:00:00,Enterococcus,93,cfu/100mL
832,Crown 2001 Shoreline Dr.,2017-05-08T00:00:00,"Coliform, Total",180,MPN/100 mL
833,Crown 2001 Shoreline Dr.,2017-05-08T00:00:00,Enterococcus,3,cfu/100mL
834,Crown 2001 Shoreline Dr.,2017-05-15T00:00:00,"Coliform, Total",430,MPN/100 mL
835,Crown 2001 Shoreline Dr.,2017-05-15T00:00:00,Enterococcus,1,cfu/100mL
836,Crown 2001 Shoreline Dr.,2017-05-30T00:00:00,"Coliform, Total",2900,MPN/100 mL
837,Crown 2001 Shoreline Dr.,2017-06-05T00:00:00,Enterococcus,15,cfu/100mL
838,Crown 2001 Shoreline Dr.,2017-06-05T00:00:00,"Coliform, Fecal",40,cfu/100mL
839,Crown 2001 Shoreline Dr.,2017-07-03T00:00:00,"Coliform, Total",31,MPN/100 mL
840,Crown 2001 Shoreline Dr.,2017-07-11T00:00:00,"Coliform, Total",4900,MPN/100 mL
841,Crown 2001 Shoreline Dr.,2017-07-17T00:00:00,"Coliform, Fecal",23,cfu/100mL
842,Crown 2001 Shoreline Dr.,2017-07-24T00:00:00,"Coliform, Total",74,MPN/100 mL
843,Crown 2001 Shoreline Dr.,2017-07-31T00:00:00,Enterococcus,1,cfu/100mL
844,Crown 2001 Shoreline Dr.,2017-08-14T00:00:00,Enterococcus,15,cfu/100mL
845,Crown 2001 Shoreline Dr.,2017-08-14T00:00:00,"Coliform, Fecal",11,cfu/100mL
846,Crown 2001 Shoreline Dr.,2017-08-28T00:00:00,"Coliform, Fecal",3,cfu/100mL
847,Crown 2001 Shoreline Dr.,2017-09-19T00:00:00,"Coliform, Total",97,MPN/100 mL
848,Crown 2001 Shoreline Dr.,2017-09-25T00:00:00,"Coliform, Fecal",2,cfu/100mL
849,Crown 2001 Shoreline Dr.,2017-10-10T00:00:00,"Coliform, Total",31,MPN/100 mL
850,Crown 2001 Shoreline Dr.,2017-10-16T00:00:00,"Coliform, Total",510,MPN/100 mL
851,Crown 2001 Shoreline Dr.,2017-10-24T00:00:00,"Coliform, Fecal",25,cfu/100mL
852,Crown 2001 Shoreline Dr.,2017-11-06T00:00:00,Enterococcus,16,cfu/100mL
853,Crown 2001 Shoreline Dr.,2017-12-04T00:00:00,"Coliform, Fecal",160,cfu/100mL
854,Crown 2001 Shoreline Dr.,2017-12-18T00:00:00,"Coliform, Total",30,MPN/100 mL
855,Crown 2001 Shoreline Dr.,2018-01-02T00:00:00,Enterococcus,24,cfu/100mL
856,Crown 2001 Shoreline Dr.,2018-02-13T00:00:00,"Coliform, Total",31,MPN/100 mL
857,Crown 2001 Shoreline Dr.,2018-02-13T00:00:00,Enterococcus,47,cfu/100mL
858,Crown 2001 Shoreline Dr.,2018-02-28T00:00:00,"Coliform, Fecal",15,cfu/100mL
859,Crown 2001 Shoreline Dr.,2018-04-02T00:00:00,"Coliform, Total",120,MPN/100 mL
860,Crown 2001 Shoreline Dr.,2018-04-02T00:00:00,Enterococcus,5,cfu/100mL
861,Crown 2001 Shoreline Dr.,2018-04-16T00:00:00,"Coliform, Total",340,MPN/100 mL
862,Crown 2001 Shoreline Dr.,2018-04-16T00:00:00,Enterococcus,44,cfu/100mL
863,Crown 2001 Shoreline Dr.,2018-04-16T00:00:00,"Coliform, Fecal",37,cfu/100mL
864,Crown 2001 Shoreline Dr.,2018-05-07T00:00:00,Enterococcus,6,cfu/100mL
865,Crown 2001 Shoreline Dr.,2018-05-29T00:00:00,"Coliform, Fecal",57,cfu/100mL
866,Crown 2001 Shoreline Dr.,2018-06-11T00:00:00,"Coliform, Total",63,MPN/100 mL
867,Crown 2001 Shoreline Dr.,2018-06-18T00:00:00,"Coliform, Fecal",1,cfu/100mL
868,Crown 2001 Shoreline Dr.,2018-07-02T00:00:00,"Coliform, Fecal",24,cfu/100mL
869,Crown 2001 Shoreline Dr.,2018-07-09T00:00:00,"Coliform, Total",160,MPN/100 mL
870,Crown 2001 Shoreline Dr.,2018-07-16T00:00:00,Enterococcus,10,cfu/100mL
871,Crown 2001 Shoreline Dr.,2018-07-16T00:00:00,"Coliform, Fecal",33,cfu/100mL
872,Crown 2001 Shoreline Dr.,2018-07-23T00:00:00,"Coliform, Fecal",37,cfu/100mL
873,Crown 2001 Shoreline Dr.,2018-07-30T00:00:00,"Coliform, Fecal",27,cfu/100mL
874,Crown 2001 Shoreline Dr.,2018-08-06T00:00:00,Enterococcus,1,cfu/100mL
875,Crown 2001 Shoreline Dr.,2018-08-20T00:00:00,"Coliform, Fecal",7,cfu/100mL
876,Crown 2001 Shoreline Dr.,2018-10-01T00:00:00,Enterococcus,2,cfu/100mL
877,Crown 2001 Shoreline Dr.,2018-10-01T00:00:00,"Coliform, Fecal",14,cfu/100mL
878,Crown 2001 Shoreline Dr.,2018-10-09T00:00:00,"Coliform, Total",96,MPN/100 mL
879,Crown 2001 Shoreline Dr.,2018-10-15T00:00:00,"Coliform, Total",30,MPN/100 mL
880,Crown 2001 Shoreline Dr.,2018-10-22T00:00:00,"Coliform, Total",320,MPN/100 mL
881,Crown 2001 Shoreline Dr.,2018-10-29T00:00:00,Enterococcus,3,cfu/100mL
882,Crown 2001 Shoreline Dr.,2018-11-19T00:00:00,"Coliform, Total",72,MPN/100 mL
883,Crown 2001 Shoreline Dr.,2018-12-17T00:00:00,Enterococcus,200,cfu/100mL
884,Crown 2001 Shoreline Dr.,2018-12-26T00:00:00,"Coliform, Fecal",77,cfu/100mL
885,Crown 2001 Shoreline Dr.,2019-02-04T00:00:00,"Coliform, Fecal",160,cfu/100mL
886,Crown 2001 Shoreline Dr.,2019-03-04T00:00:00,Enterococcus,15,cfu/100mL
887,Crown 2001 Shoreline Dr.,2019-04-02T00:00:00,Enterococcus,160,cfu/100mL
888,Crown 2001 Shoreline Dr.,2019-04-08T00:00:00,Enterococcus,1,cfu/100mL
889,Crown 2001 Shoreline Dr.,2019-04-08T00:00:00,"Coliform, Total",41,MPN/100 mL
890,Crown 2001 Shoreline Dr.,2019-04-08T00:00:00,"Coliform, Fecal",19,cfu/100mL
891,Crown 2001 Shoreline Dr.,2019-04-15T00:00:00,Enterococcus,150,cfu/100mL
892,Crown 2001 Shoreline Dr.,2019-04-29T00:00:00,Enterococcus,21,cfu/100mL
893,Crown 2001 Shoreline Dr.,2019-04-29T00:00:00,"Coliform, Total",110,MPN/100 mL
894,Crown 2001 Shoreline Dr.,2019-04-29T00:00:00,"Coliform, Fecal",25,cfu/100mL
895,Crown 2001 Shoreline Dr.,2019-05-06T00:00:00,"Coliform, Total",110,MPN/100 mL
896,Crown 2001 Shoreline Dr.,2019-05-28T00:00:00,"Coliform, Fecal",9,cfu/100mL
897,Crown 2001 Shoreline Dr.,2019-06-03T00:00:00,"Coliform, Total",140,MPN/100 mL
898,Crown 2001 Shoreline Dr.,2019-06-03T00:00:00,"Coliform, Fecal",7,cfu/100mL
899,Crown 2001 Shoreline Dr.,2019-06-10T00:00:00,"Coliform, Total",1800,MPN/100 mL
900,Crown 2001 Shoreline Dr.,2019-06-10T00:00:00,"Coliform, Fecal",62,cfu/100mL
901,Crown 2001 Shoreline Dr.,2019-06-17T00:00:00,"Coliform, Total",98,MPN/100 mL
902,Crown 2001 Shoreline Dr.,2019-07-01T00:00:00,"Coliform, Fecal",9,cfu/100mL
903,Crown 2001 Shoreline Dr.,2019-07-15T00:00:00,"Coliform, Total",31,MPN/100 mL
904,Crown 2001 Shoreline Dr.,2019-07-22T00:00:00,Enterococcus,1,cfu/100mL
905,Crown 2001 Shoreline Dr.,2019-08-05T00:00:00,Enterococcus,13,cfu/100mL
906,Crown 2001 Shoreline Dr.,2019-08-19T00:00:00,Enterococcus,54,cfu/100mL
907,Crown 2001 Shoreline Dr.,2019-09-10T00:00:00,"Coliform, Fecal",60,cfu/100mL
908,Crown 2001 Shoreline Dr.,2019-09-16T00:00:00,Enterococcus,7,cfu/100mL
909,Crown 2001 Shoreline Dr.,2019-09-23T00:00:00,"Coliform, Total",20,MPN/100 mL
910,Crown 2001 Shoreline Dr.,2019-09-23T00:00:00,"Coliform, Fecal",1,cfu/100mL
911,Crown 2001 Shoreline Dr.,2019-09-30T00:00:00,Enterococcus,6,cfu/100mL
912,Crown 2001 Shoreline Dr.,2019-09-30T00:00:00,"Coliform, Total",100,MPN/100 mL
913,Crown 2001 Shoreline Dr.,2019-10-15T00:00:00,"Coliform, Total",460,MPN/100 mL
914,Crown 2001 Shoreline Dr.,2019-10-28T00:00:00,"Coliform, Total",10,MPN/100 mL
915,Crown 2001 Shoreline Dr.,2019-11-04T00:00:00,"Coliform, Total",10,MPN/100 mL
916,Crown 2001 Shoreline Dr.,2019-11-04T00:00:00,"Coliform, Fecal",1,cfu/100mL
917,Crown 2001 Shoreline Dr.,2019-12-17T00:00:00,Enterococcus,8,cfu/100mL
918,Crown 2001 Shoreline Dr.,2019-12-17T00:00:00,"Coliform, Total",30,MPN/100 mL
919,Crown 2001 Shoreline Dr.,2020-01-13T00:00:00,Enterococcus,80,cfu/100mL
920,Crown 2001 Shoreline Dr.,2020-01-27T00:00:00,"Coliform, Fecal",15,cfu/100mL
921,Crown 2001 Shoreline Dr.,2020-02-03T00:00:00,"Coliform, Total",330,MPN/100 mL
922,Crown 2001 Shoreline Dr.,2020-02-24T00:00:00,"Coliform, Fecal",120,cfu/100mL
923,Crown 2001 Shoreline Dr.,2020-03-09T00:00:00,Enterococcus,150,cfu/100mL
924,Crown 2001 Shoreline Dr.,2020-03-09T00:00:00,"Coliform, Total",960,MPN/100 mL
925,Crown 2001 Shoreline Dr.,2020-03-11T00:00:00,"Coliform, Fecal",1400,cfu/100mL
926,Crown 2001 Shoreline Dr.,2020-03-23T00:00:00,"Coliform, Fecal",200,cfu/100mL
927,Crown 2001 Shoreline Dr.,2020-04-06T00:00:00,"Coliform, Fecal",4,cfu/100mL
928,Crown 2001 Shoreline Dr.,2020-04-13T00:00:00,"Coliform, Fecal",4,cfu/100mL
929,Crown 2001 Shoreline Dr.,2020-04-27T00:00:00,"Coliform, Total",140,MPN/100 mL
930,Crown 2001 Shoreline Dr.,2020-05-11T00:00:00,Enterococcus,15,cfu/100mL
931,Crown 2001 Shoreline Dr.,2020-05-11T00:00:00,"Coliform, Total",130,MPN/100 mL
932,Crown 2001 Shoreline Dr.,2020-05-11T00:00:00,"Coliform, Fecal",25,cfu/100mL
933,Crown 2001 Shoreline Dr.,2020-05-18T00:00:00,"Coliform, Fecal",12,cfu/100mL
934,Crown 2001 Shoreline Dr.,2020-05-26T00:00:00,"Coliform, Fecal",59,cfu/100mL
935,Crown 2001 Shoreline Dr.,2020-05-27T00:00:00,Enterococcus,1,cfu/100mL
936,Crown 2001 Shoreline Dr.,2020-06-01T00:00:00,"Coliform, Fecal",3,cfu/100mL
937,Crown 2001 Shoreline Dr.,2020-06-22T00:00:00,"Coliform, Total",380,MPN/100 mL
938,Crown 2001 Shoreline Dr.,2020-06-29T00:00:00,Enterococcus,2,cfu/100mL
939,Crown 2001 Shoreline Dr.,2020-07-06T00:00:00,Enterococcus,22,cfu/100mL
940,Crown 2001 Shoreline Dr.,2020-07-20T00:00:00,Enterococcus,7,cfu/100mL
941,Crown 2001 Shoreline Dr.,2020-07-27T00:00:00,Enterococcus,6,cfu/100mL
942,Crown 2001 Shoreline Dr.,2020-07-27T00:00:00,"Coliform, Fecal",14,cfu/100mL
943,Crown 2001 Shoreline Dr.,2020-08-10T00:00:00,"Coliform, Fecal",4,cfu/100mL
944,Crown 2001 Shoreline Dr.,2020-08-17T00:00:00,Enterococcus,2,cfu/100mL
945,Crown 2001 Shoreline Dr.,2020-08-17T00:00:00,"Coliform, Fecal",48,cfu/100mL
946,Crown 2001 Shoreline Dr.,2020-08-24T00:00:00,Enterococcus,1,cfu/100mL
947,Crown 2001 Shoreline Dr.,2020-08-31T00:00:00,Enterococcus,3,cfu/100mL
948,Crown 2001 Shoreline Dr.,2020-09-08T00:00:00,"Coliform, Fecal",3,cfu/100mL
949,Crown 2001 Shoreline Dr.,2020-09-14T00:00:00,"Coliform, Total",75,MPN/100 mL
950,Crown 2001 Shoreline Dr.,2020-09-28T00:00:00,"Coliform, Total",74,MPN/100 mL
951,Crown 2001 Shoreline Dr.,2020-10-19T00:00:00,Enterococcus,110,cfu/100mL
952,Crown 2001 Shoreline Dr.,2020-10-21T00:00:00,Enterococcus,2,cfu/100mL
953,Crown 2001 Shoreline Dr.,2020-10-26T00:00:00,Enterococcus,1,cfu/100mL
954,Crown 2001 Shoreline Dr.,2020-11-02T00:00:00,"Coliform, Fecal",5,cfu/100mL
955,Crown 2001 Shoreline Dr.,2020-11-16T00:00:00,"Coliform, Total",41,MPN/100 mL
956,Crown 2001 Shoreline Dr.,2020-11-16T00:00:00,"Coliform, Fecal",9,cfu/100mL
957,Crown 2001 Shoreline Dr.,2021-02-10T00:00:00,"Coliform, Total",20,MPN/100 mL
958,Crown 2001 Shoreline Dr.,2021-02-22T00:00:00,"Coliform, Fecal",6,cfu/100mL
959,Crown 2001 Shoreline Dr.,2021-03-08T00:00:00,Enterococcus,77,cfu/100mL
960,Crown 2001 Shoreline Dr.,2021-03-22T00:00:00,"Coliform, Fecal",4,cfu/100mL
961,Crown 2001 Shoreline Dr.,2021-04-05T00:00:00,"Coliform, Fecal",20,cfu/100mL
962,Crown 2001 Shoreline Dr.,2021-04-19T00:00:00,Enterococcus,8,cfu/100mL
963,Crown 2001 Shoreline Dr.,2021-04-19T00:00:00,"Coliform, Total",140,MPN/100 mL
964,Crown 2001 Shoreline Dr.,2021-04-19T00:00:00,"Coliform, Fecal",24,cfu/100mL
965,Crown 2001 Shoreline Dr.,2021-06-01T00:00:00,"Coliform, Fecal",1,cfu/100mL
966,Crown 2001 Shoreline Dr.,2010-05-03T00:00:00,"Coliform, Fecal",83,MPN/100 mL
967,Crown 2001 Shoreline Dr.,2010-05-10T00:00:00,Enterococcus,1,MPN/100 mL
968,Crown 2001 Shoreline Dr.,2010-05-10T00:00:00,"Coliform, Fecal",1,MPN/100 mL
969,Crown 2001 Shoreline Dr.,2010-05-17T00:00:00,"Coliform, Total",63,MPN/100 mL
970,Crown 2001 Shoreline Dr.,2010-06-01T00:00:00,"Coliform, Fecal",9,MPN/100 mL
971,Crown 2001 Shoreline Dr.,2010-06-14T00:00:00,Enterococcus,22,MPN/100 mL
972,Crown 2001 Shoreline Dr.,2010-06-14T00:00:00,"Coliform, Fecal",34,MPN/100 mL
973,Crown 2001 Shoreline Dr.,2010-06-21T00:00:00,"Coliform, Total",20,MPN/100 mL
974,Crown 2001 Shoreline Dr.,2010-06-28T00:00:00,"Coliform, Total",200,MPN/100 mL
975,Crown 2001 Shoreline Dr.,2010-07-12T00:00:00,"Coliform, Total",180,MPN/100 mL
976,Crown 2001 Shoreline Dr.,2010-07-12T00:00:00,"Coliform, Fecal",15,MPN/100 mL
977,Crown 2001 Shoreline Dr.,2010-07-19T00:00:00,"Coliform, Fecal",2,MPN/100 mL
978,Crown 2001 Shoreline Dr.,2010-08-02T00:00:00,"Coliform, Fecal",120,MPN/100 mL
979,Crown 2001 Shoreline Dr.,2010-08-30T00:00:00,"Coliform, Fecal",8,MPN/100 mL
980,Crown 2001 Shoreline Dr.,2010-09-07T00:00:00,"Coliform, Total",2500,MPN/100 mL
981,Crown 2001 Shoreline Dr.,2010-09-14T00:00:00,"Coliform, Fecal",15,MPN/100 mL
982,Crown 2001 Shoreline Dr.,2010-09-20T00:00:00,Enterococcus,1,MPN/100 mL
983,Crown 2001 Shoreline Dr.,2010-10-18T00:00:00,Enterococcus,2,MPN/100 mL
984,Crown 2001 Shoreline Dr.,2010-10-18T00:00:00,"Coliform, Fecal",21,MPN/100 mL
985,Crown 2001 Shoreline Dr.,2010-12-20T00:00:00,"Coliform, Total",8700,MPN/100 mL
986,Crown 2001 Shoreline Dr.,2011-01-21T00:00:00,"Coliform, Fecal",23,MPN/100 mL
987,Crown 2001 Shoreline Dr.,2011-02-22T00:00:00,Enterococcus,120,MPN/100 mL
988,Crown 2001 Shoreline Dr.,2011-02-24T00:00:00,Enterococcus,24,MPN/100 mL
989,Crown 2001 Shoreline Dr.,2011-03-21T00:00:00,"Coliform, Total",500,MPN/100 mL
990,Crown 2001 Shoreline Dr.,2011-03-21T00:00:00,"Coliform, Fecal",310,MPN/100 mL
991,Crown 2001 Shoreline Dr.,2011-04-05T00:00:00,Enterococcus,34,MPN/100 mL
992,Crown 2001 Shoreline Dr.,2011-04-05T00:00:00,"Coliform, Fecal",360,MPN/100 mL
993,Crown 2001 Shoreline Dr.,2011-04-11T00:00:00,"Coliform, Total",20,MPN/100 mL
994,Crown 2001 Shoreline Dr.,2011-04-11T00:00:00,"Coliform, Fecal",6,MPN/100 mL
995,Crown 2001 Shoreline Dr.,2011-04-18T00:00:00,"Coliform, Fecal",5,MPN/100 mL
996,Crown 2001 Shoreline Dr.,2011-05-09T00:00:00,"Coliform, Total",1100,MPN/100 mL
997,Crown 2001 Shoreline Dr.,2011-05-16T00:00:00,"Coliform, Fecal",56,MPN/100 mL
998,Crown 2001 Shoreline Dr.,2011-05-31T00:00:00,"Coliform, Fecal",28,MPN/100 mL
999,Crown 2001 Shoreline Dr.,2011-06-13T00:00:00,"Coliform, Fecal",2,MPN/100 mL
1000,Crown 2001 Shoreline Dr.,2011-06-20T00:00:00,"Coliform, Fecal",11,MPN/100 mL
1001,Crown 2001 Shoreline Dr.,2011-07-11T00:00:00,Enterococcus,2,MPN/100 mL
1002,Crown 2001 Shoreline Dr.,2011-07-11T00:00:00,"Coliform, Fecal",3,MPN/100 mL
1003,Crown 2001 Shoreline Dr.,2011-08-01T00:00:00,"Coliform, Total",540,MPN/100 mL
1004,Crown 2001 Shoreline Dr.,2011-08-15T00:00:00,"Coliform, Fecal",28,MPN/100 mL
1005,Crown 2001 Shoreline Dr.,2011-08-22T00:00:00,"Coliform, Fecal",1,MPN/100 mL
1006,Crown 2001 Shoreline Dr.,2011-08-29T00:00:00,Enterococcus,19,MPN/100 mL
1007,Crown 2001 Shoreline Dr.,2011-09-12T00:00:00,"Coliform, Total",990,MPN/100 mL
1008,Crown 2001 Shoreline Dr.,2011-10-11T00:00:00,Enterococcus,6,MPN/100 mL
1009,Crown 2001 Shoreline Dr.,2011-10-11T00:00:00,"Coliform, Fecal",290,MPN/100 mL
1010,Crown 2001 Shoreline Dr.,2011-10-17T00:00:00,"Coliform, Fecal",3,MPN/100 mL
1011,Crown 2001 Shoreline Dr.,2011-10-24T00:00:00,"Coliform, Fecal",25,MPN/100 mL
1012,Crown 2001 Shoreline Dr.,2011-11-15T00:00:00,"Coliform, Total",890,MPN/100 mL
1013,Crown 2001 Shoreline Dr.,2011-11-15T00:00:00,Enterococcus,73,MPN/100 mL
1014,Crown 2001 Shoreline Dr.,2011-11-28T00:00:00,"Coliform, Fecal",10,MPN/100 mL
1015,Crown 2001 Shoreline Dr.,2011-12-12T00:00:00,"Coliform, Fecal",62,MPN/100 mL
1016,Crown 2001 Shoreline Dr.,2012-02-06T00:00:00,"Coliform, Total",10,MPN/100 mL
1017,Crown 2001 Shoreline Dr.,2012-02-07T00:00:00,Enterococcus,240,MPN/100 mL
1018,Crown 2001 Shoreline Dr.,2012-02-09T00:00:00,"Coliform, Fecal",170,MPN/100 mL
1019,Crown 2001 Shoreline Dr.,2012-02-21T00:00:00,"Coliform, Total",30,MPN/100 mL
1020,Crown 2001 Shoreline Dr.,2012-02-21T00:00:00,Enterococcus,2,MPN/100 mL
1021,Crown 2001 Shoreline Dr.,2012-03-06T00:00:00,Enterococcus,350,MPN/100 mL
1022,Crown 2001 Shoreline Dr.,2012-04-17T00:00:00,Enterococcus,7,MPN/100 mL
1023,Crown 2001 Shoreline Dr.,2012-04-24T00:00:00,"Coliform, Total",130,MPN/100 mL
1024,Crown 2001 Shoreline Dr.,2012-05-01T00:00:00,"Coliform, Total",41,MPN/100 mL
1025,Crown 2001 Shoreline Dr.,2012-05-01T00:00:00,Enterococcus,5,MPN/100 mL
1026,Crown 2001 Shoreline Dr.,2012-05-01T00:00:00,"Coliform, Fecal",6,MPN/100 mL
1027,Crown 2001 Shoreline Dr.,2012-05-08T00:00:00,"Coliform, Fecal",23,MPN/100 mL
1028,Crown 2001 Shoreline Dr.,2012-05-29T00:00:00,"Coliform, Total",10,MPN/100 mL
1029,Crown 2001 Shoreline Dr.,2012-06-19T00:00:00,"Coliform, Total",140,MPN/100 mL
1030,Crown 2001 Shoreline Dr.,2012-06-21T00:00:00,"Coliform, Total",180,MPN/100 mL
1031,Crown 2001 Shoreline Dr.,2012-06-21T00:00:00,"Coliform, Fecal",20,MPN/100 mL
1032,Crown 2001 Shoreline Dr.,2012-06-26T00:00:00,Enterococcus,3,MPN/100 mL
1033,Crown 2001 Shoreline Dr.,2012-06-26T00:00:00,"Coliform, Fecal",6,MPN/100 mL
1034,Crown 2001 Shoreline Dr.,2012-07-31T00:00:00,"Coliform, Fecal",7,MPN/100 mL
1035,Crown 2001 Shoreline Dr.,2012-08-06T00:00:00,Enterococcus,1,MPN/100 mL
1036,Crown 2001 Shoreline Dr.,2012-08-06T00:00:00,"Coliform, Fecal",8,MPN/100 mL
1037,Crown 2001 Shoreline Dr.,2012-08-13T00:00:00,Enterococcus,3,MPN/100 mL
1038,Crown 2001 Shoreline Dr.,2012-08-13T00:00:00,"Coliform, Fecal",6,MPN/100 mL
1039,Crown 2001 Shoreline Dr.,2012-08-22T00:00:00,"Coliform, Fecal",43,MPN/100 mL
1040,Crown 2001 Shoreline Dr.,2012-08-27T00:00:00,"Coliform, Total",430,MPN/100 mL
1041,Crown 2001 Shoreline Dr.,2012-09-04T00:00:00,"Coliform, Fecal",240,MPN/100 mL
1042,Crown 2001 Shoreline Dr.,2012-09-11T00:00:00,Enterococcus,1,MPN/100 mL
1043,Crown 2001 Shoreline Dr.,2012-09-24T00:00:00,"Coliform, Fecal",8,MPN/100 mL
1044,Crown 2001 Shoreline Dr.,2012-10-01T00:00:00,"Coliform, Fecal",3,MPN/100 mL
1045,Crown 2001 Shoreline Dr.,2012-10-15T00:00:00,"Coliform, Total",84,MPN/100 mL
1046,Crown 2001 Shoreline Dr.,2012-10-25T00:00:00,Enterococcus,2,MPN/100 mL
1047,Crown 2001 Shoreline Dr.,2012-11-26T00:00:00,"Coliform, Fecal",31,MPN/100 mL
1048,Crown 2001 Shoreline Dr.,2012-12-17T00:00:00,"Coliform, Fecal",64,MPN/100 mL
1049,Crown 2001 Shoreline Dr.,2013-01-14T00:00:00,Enterococcus,1,MPN/100 mL
1050,Crown 2001 Shoreline Dr.,2013-01-28T00:00:00,"Coliform, Total",31,MPN/100 mL
1051,Crown 2001 Shoreline Dr.,2013-02-25T00:00:00,Enterococcus,2,MPN/100 mL
1052,Crown 2001 Shoreline Dr.,2013-03-11T00:00:00,"Coliform, Total",98,MPN/100 mL
1053,Crown 2001 Shoreline Dr.,2013-03-11T00:00:00,"Coliform, Fecal",18,MPN/100 mL
1054,Crown 2001 Shoreline Dr.,2013-03-26T00:00:00,"Coliform, Total",75,MPN/100 mL
1055,Crown 2001 Shoreline Dr.,2013-04-02T00:00:00,"Coliform, Total",790,MPN/100 mL
1056,Crown 2001 Shoreline Dr.,2013-04-29T00:00:00,"Coliform, Total",130,MPN/100 mL
1057,Crown 2001 Shoreline Dr.,2013-05-06T00:00:00,"Coliform, Total",41,MPN/100 mL
1058,Crown 2001 Shoreline Dr.,2013-05-06T00:00:00,Enterococcus,1,MPN/100 mL
1059,Crown 2001 Shoreline Dr.,2013-06-10T00:00:00,"Coliform, Total",10,MPN/100 mL
1060,Crown 2001 Shoreline Dr.,2013-06-17T00:00:00,"Coliform, Total",10,MPN/100 mL
1061,Crown 2001 Shoreline Dr.,2013-06-17T00:00:00,"Coliform, Fecal",14,MPN/100 mL
1062,Crown 2001 Shoreline Dr.,2013-07-29T00:00:00,"Coliform, Total",2800,MPN/100 mL
1063,Crown 2001 Shoreline Dr.,2013-08-13T00:00:00,"Coliform, Fecal",180,MPN/100 mL
1064,Crown 2001 Shoreline Dr.,2013-09-03T00:00:00,"Coliform, Total",440,MPN/100 mL
1065,Crown 2001 Shoreline Dr.,2013-09-16T00:00:00,"Coliform, Fecal",40,MPN/100 mL
1066,Crown 2001 Shoreline Dr.,2013-09-23T00:00:00,"Coliform, Total",600,MPN/100 mL
1067,Crown 2001 Shoreline Dr.,2013-09-30T00:00:00,Enterococcus,14,MPN/100 mL
1068,Crown 2001 Shoreline Dr.,2013-10-15T00:00:00,"Coliform, Total",640,MPN/100 mL
1069,Crown 2001 Shoreline Dr.,2013-10-15T00:00:00,Enterococcus,2,MPN/100 mL
1070,Crown 2001 Shoreline Dr.,2013-10-15T00:00:00,"Coliform, Fecal",40,MPN/100 mL
1071,Crown 2001 Shoreline Dr.,2013-10-23T00:00:00,"Coliform, Total",63,MPN/100 mL
1072,Crown 2001 Shoreline Dr.,2013-10-23T00:00:00,"Coliform, Fecal",21,MPN/100 mL
1073,Crown 2001 Shoreline Dr.,2013-10-28T00:00:00,"Coliform, Fecal",140,MPN/100 mL
1074,Crown 2001 Shoreline Dr.,2013-11-06T00:00:00,"Coliform, Fecal",83,MPN/100 mL
1075,Crown 2001 Shoreline Dr.,2013-11-18T00:00:00,Enterococcus,14,MPN/100 mL
1076,Crown 2001 Shoreline Dr.,2013-12-16T00:00:00,"Coliform, Fecal",9,MPN/100 mL
1077,Crown 2001 Shoreline Dr.,2014-01-13T00:00:00,"Coliform, Fecal",4,MPN/100 mL
1078,Crown 2001 Shoreline Dr.,2014-02-13T00:00:00,"Coliform, Total",41,MPN/100 mL
